Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,12.327143,12.368571,11.700000,11.971429,10.609749,309579900
2007-01-04,12.007143,12.278571,11.974286,12.237143,10.845238,211815100
2007-01-05,12.252857,12.314285,12.057143,12.150000,10.768006,208685400
2007-01-08,12.280000,12.361428,12.182858,12.210000,10.821184,199276700
2007-01-09,12.350000,13.282857,12.164286,13.224286,11.720100,837324600
2007-01-10,13.535714,13.971429,13.350000,13.857142,12.280973,738220000
2007-01-11,13.705714,13.825714,13.585714,13.685715,12.129044,360063200
2007-01-12,13.512857,13.580000,13.318571,13.517143,11.979647,328172600
2007-01-16,13.668571,13.892858,13.635715,13.871428,12.293633,311019100
2007-01-17,13.937143,13.942857,13.545714,13.564285,12.021426,411565000
2007-01-18,13.157143,13.158571,12.721429,12.724286,11.276973,591151400
2007-01-19,12.661428,12.807143,12.588572,12.642858,11.204806,341118400
2007-01-22,12.734285,12.737143,12.235714,12.398571,10.988305,363506500
2007-01-23,12.247143,12.501429,12.215714,12.242857,10.850301,301856100
2007-01-24,12.382857,12.450000,12.297143,12.385715,10.976912,231953400
2007-01-25,12.444285,12.642858,12.290000,12.321428,10.919936,226493400
2007-01-26,12.444285,12.481428,12.141429,12.197143,10.809789,246718500
2007-01-29,12.328571,12.378572,12.218572,12.277143,10.880688,225416100
2007-01-30,12.347143,12.355714,12.178572,12.221429,10.831310,144492600
2007-01-31,12.122857,12.285714,12.050000,12.247143,10.854100,214017300
2007-02-01,12.318571,12.324286,12.105714,12.105714,10.728761,166085500
2007-02-02,12.017143,12.178572,11.957143,12.107142,10.730026,155382500
2007-02-05,12.042857,12.175714,11.991428,11.991428,10.627473,144713100
2007-02-06,12.064285,12.067142,11.837143,12.021428,10.654061,216098400
2007-02-07,12.068571,12.340000,11.935715,12.307143,10.907276,266706300
2007-02-08,12.204286,12.358571,12.201428,12.311429,10.911077,169757700
2007-02-09,12.268572,12.314285,11.887143,11.895715,10.542646,215135200
2007-02-12,12.061429,12.168571,11.947143,12.125714,10.746485,181017900
2007-02-13,12.165714,12.184286,12.042857,12.100000,10.723695,145246500
2007-02-14,12.090000,12.234285,12.081429,12.185715,10.799662,126995400
2007-02-15,12.205714,12.231428,12.111428,12.172857,10.788263,90915300
2007-02-16,12.178572,12.201428,12.094286,12.118571,10.740153,99967000
2007-02-20,12.092857,12.308572,12.022857,12.271428,10.875626,154425600
2007-02-21,12.282857,12.784286,12.280000,12.742857,11.293430,288828400
2007-02-22,12.971429,12.972857,12.647142,12.787143,11.332680,209556200
2007-02-23,12.737143,12.905714,12.692857,12.724286,11.276973,129473400
2007-02-26,12.834286,12.857142,12.515715,12.644286,11.206071,153962200
2007-02-27,12.328571,12.440000,11.915714,11.990000,10.626207,286453300
2007-02-28,11.857142,12.228572,11.857142,12.087143,10.712297,229868800
2007-03-01,12.004286,12.615714,11.964286,12.437143,11.022491,353882200
2007-03-02,12.395715,12.505714,12.172857,12.201428,10.813587,215000100
2007-03-05,12.270000,12.664286,12.251429,12.331429,10.928798,209724900
2007-03-06,12.542857,12.615714,12.485714,12.598572,11.165556,180796700
2007-03-07,12.578571,12.710000,12.492857,12.531428,11.106052,156571100
2007-03-08,12.655714,12.674286,12.494286,12.571428,11.141500,127752800
2007-03-09,12.685715,12.692857,12.485714,12.567142,11.137703,112959000
2007-03-12,12.581429,12.855714,12.570000,12.838572,11.378259,182352100
2007-03-13,12.772857,12.942857,12.628572,12.628572,11.192143,216972700
2007-03-14,12.657143,12.857142,12.560000,12.857142,11.394715,199146500
2007-03-15,12.851429,12.908571,12.758572,12.795714,11.340276,139874700
2007-03-16,12.791429,12.855714,12.760000,12.798572,11.342808,142926000
2007-03-19,12.891429,13.078571,12.798572,13.018572,11.537785,178240300
2007-03-20,13.050000,13.120000,13.008572,13.068571,11.582098,122229100
2007-03-21,13.141429,13.428572,13.092857,13.410000,11.884688,171724000
2007-03-22,13.390000,13.480000,13.285714,13.422857,11.896085,140373100
2007-03-23,13.335714,13.438571,13.328571,13.360000,11.840376,112721000
2007-03-26,13.427143,13.700000,13.328571,13.692857,12.135372,216246800
2007-03-27,13.672857,13.832857,13.571428,13.637143,12.085997,233013200
2007-03-28,13.554286,13.628572,13.307143,13.320000,11.804925,235584300
2007-03-29,13.455714,13.455714,13.175714,13.392858,11.869498,181430900
2007-03-30,13.468572,13.525714,13.250000,13.272857,11.763144,150139500
2007-04-02,13.448571,13.464286,13.288571,13.378572,11.856836,125498100
2007-04-03,13.448571,13.604285,13.394286,13.500000,11.964453,145983600
2007-04-04,13.562857,13.591429,13.447143,13.467143,11.935333,119196000
2007-04-05,13.445714,13.525714,13.360000,13.525714,11.987242,88879000
2007-04-09,13.601429,13.614285,13.291429,13.378572,11.856836,103335400
2007-04-10,13.381429,13.465714,13.344286,13.464286,11.932800,88116700
2007-04-11,13.414286,13.421429,13.190000,13.227143,11.722633,137254600
2007-04-12,13.148571,13.187143,12.960000,13.170000,11.671989,164168900
2007-04-13,12.985714,13.057143,12.865714,12.891429,11.425105,179985400
2007-04-16,12.938571,13.071428,12.892858,13.061429,11.575768,152258400
2007-04-17,13.142858,13.185715,12.814285,12.907143,11.439028,187980100
2007-04-18,12.880000,12.978572,12.800000,12.914286,11.445360,116011000
2007-04-19,12.884286,13.035714,12.832857,12.895715,11.428901,106478400
2007-04-20,12.984285,13.025714,12.935715,12.995714,11.517527,130694900
2007-04-23,13.084286,13.400000,13.060000,13.358571,11.839113,195072500
2007-04-24,13.422857,13.770000,13.042857,13.320000,11.804925,263813200
2007-04-25,13.461429,13.628572,13.400000,13.621428,12.072069,296786000
2007-04-26,14.511429,14.642858,14.042857,14.120000,12.513930,434444500
2007-04-27,14.025714,14.278571,13.955714,14.274285,12.650667,174850900
2007-04-30,14.298572,14.428572,14.238571,14.257143,12.635476,154127400
2007-05-01,14.227143,14.335714,14.078571,14.210000,12.593694,133130900
2007-05-02,14.235714,14.362857,14.210000,14.341429,12.710176,126286300
2007-05-03,14.390000,14.492857,14.287143,14.342857,12.711439,144019400
2007-05-04,14.400000,14.514286,14.357142,14.401428,12.763348,95496800
2007-05-07,14.440000,14.907143,14.430000,14.845715,13.157101,215389300
2007-05-08,14.781428,15.021428,14.774285,15.008572,13.301435,195999300
2007-05-09,14.987143,15.280000,14.984285,15.268572,13.531859,179439400
2007-05-10,15.232857,15.548572,15.131429,15.334286,13.590099,299314400
2007-05-11,15.391429,15.590000,15.254286,15.534286,13.767351,163424100
2007-05-14,15.660000,15.714286,15.464286,15.622857,13.845848,162986600
2007-05-15,15.652857,15.742857,15.211429,15.360000,13.612889,238628600
2007-05-16,15.504286,15.547143,14.774285,15.334286,13.590099,281691900
2007-05-17,15.307143,15.695714,15.307143,15.634286,13.855977,183822800
2007-05-18,15.747143,15.805715,15.681429,15.717143,13.929410,155336300
2007-05-21,15.758572,16.064285,15.721429,15.997143,14.177561,159973100
2007-05-22,16.070000,16.250000,16.001429,16.219999,14.375070,143102400
2007-05-23,16.288572,16.428572,16.084286,16.127142,14.292770,227843700
2007-05-24,16.115715,16.351429,15.767143,15.812857,14.014235,221840500
2007-05-25,16.000000,16.254286,15.928572,16.231428,14.385197,158239900
2007-05-29,16.350000,16.408571,16.098572,16.335714,14.477620,161423500
2007-05-30,16.328571,16.982857,16.218571,16.967142,15.037227,369611200
2007-05-31,17.152857,17.452858,17.077143,17.312857,15.343616,324266600
2007-06-01,17.299999,17.312857,16.898571,16.914286,14.990388,221315500
2007-06-04,16.947144,17.389999,16.842857,17.332857,15.361345,221668300
2007-06-05,17.344286,17.527143,17.214285,17.524286,15.531002,230196400
2007-06-06,17.471428,17.721428,17.421429,17.662857,15.653807,278060300
2007-06-07,17.855715,18.230000,17.598572,17.724285,15.708250,478769900
2007-06-08,17.974285,17.975714,17.469999,17.784286,15.761422,310420600
2007-06-11,18.000000,18.021429,17.077143,17.170000,15.217014,468564600
2007-06-12,17.049999,17.387142,16.901428,17.197144,15.241064,356641600
2007-06-13,17.307142,17.312857,16.485714,16.785715,14.876437,430338300
2007-06-14,16.742857,17.064285,16.631428,16.964285,15.034697,243316500
2007-06-15,17.231428,17.238571,17.122858,17.214285,15.256261,202804700
2007-06-18,17.611429,17.882856,17.505714,17.870001,15.837387,227651200
2007-06-19,17.812857,17.858572,17.558571,17.665714,15.656344,235756500
2007-06-20,17.695715,17.808571,17.357143,17.364286,15.389203,224378000
2007-06-21,17.385714,17.755714,17.245714,17.700001,15.686729,216761300
2007-06-22,17.692858,17.778572,17.482857,17.571428,15.572781,157969000
2007-06-25,17.741428,17.870001,17.294285,17.477142,15.489214,241350900
2007-06-26,17.711428,17.714285,16.959999,17.092857,15.148642,336251300
