Date,Open,High,Low,Close,Adj Close,Volume
2007-03-06,1730.390015,1747.209961,1727.119995,1743.099976,1743.099976,2121430000
2007-03-07,1740.790039,1746.859985,1733.819946,1736.099976,1736.099976,1959330000
2007-03-08,1753.599976,1757.520020,1741.469971,1746.430054,1746.430054,1989910000
2007-03-09,1759.540039,1760.959961,1734.349976,1744.739990,1744.739990,1875050000
2007-03-12,1742.979980,1758.489990,1742.050049,1756.420044,1756.420044,1637980000
2007-03-13,1747.319946,1756.219971,1722.479980,1722.479980,1722.479980,2235000000
2007-03-14,1724.650024,1743.150024,1711.280029,1743.150024,1743.150024,2255630000
2007-03-15,1743.479980,1749.579956,1737.040039,1744.869995,1744.869995,1690430000
2007-03-16,1743.579956,1750.390015,1733.579956,1742.229980,1742.229980,2031650000
2007-03-19,1752.189941,1764.369995,1747.050049,1758.229980,1758.229980,1650970000
2007-03-20,1759.489990,1772.739990,1757.939941,1767.250000,1767.250000,1761940000
2007-03-21,1774.510010,1806.349976,1763.540039,1806.349976,1806.349976,2158740000
2007-03-22,1806.760010,1807.430054,1793.380005,1799.750000,1799.750000,1887290000
2007-03-23,1800.180054,1804.630005,1792.739990,1794.040039,1794.040039,1634470000
2007-03-26,1796.010010,1802.949951,1774.959961,1802.949951,1802.949951,1817870000
2007-03-27,1798.140015,1798.890015,1787.979980,1789.930054,1789.930054,1708060000
2007-03-28,1781.660034,1789.650024,1770.540039,1770.540039,1770.540039,1868310000
2007-03-29,1783.439941,1783.479980,1753.430054,1771.719971,1771.719971,1926070000
2007-03-30,1772.859985,1783.329956,1758.099976,1772.359985,1772.359985,1998550000
2007-04-02,1775.920044,1779.300049,1761.650024,1773.329956,1773.329956,1784170000
2007-04-03,1782.500000,1801.900024,1781.890015,1796.310059,1796.310059,1932030000
2007-04-04,1797.280029,1804.540039,1795.000000,1801.739990,1801.739990,1933300000
2007-04-05,1801.099976,1812.939941,1798.530029,1812.939941,1812.939941,1537800000
2007-04-09,1818.750000,1819.040039,1805.089966,1808.189941,1808.189941,1714880000
2007-04-10,1807.060059,1816.930054,1806.910034,1816.930054,1816.930054,1834530000
2007-04-11,1815.380005,1815.729980,1793.250000,1798.089966,1798.089966,1957970000
2007-04-12,1795.150024,1814.680054,1788.400024,1813.489990,1813.489990,1905500000
2007-04-13,1811.660034,1818.420044,1801.890015,1816.849976,1816.849976,1834320000
2007-04-16,1823.689941,1835.680054,1823.689941,1833.959961,1833.959961,1779410000
2007-04-17,1835.670044,1838.099976,1829.109985,1834.910034,1834.910034,1900920000
2007-04-18,1828.760010,1839.310059,1823.290039,1832.390015,1832.390015,2046760000
2007-04-19,1823.199951,1840.280029,1819.310059,1832.469971,1832.469971,2112920000
2007-04-20,1848.689941,1856.430054,1838.770020,1845.890015,1845.890015,2084270000
2007-04-23,1848.489990,1854.750000,1844.800049,1850.180054,1850.180054,1928530000
2007-04-24,1856.319946,1863.760010,1844.050049,1858.869995,1858.869995,2220610000
2007-04-25,1865.770020,1883.579956,1859.060059,1881.329956,1881.329956,2644120000
2007-04-26,1889.579956,1896.770020,1884.260010,1889.569946,1889.569946,2406090000
2007-04-27,1886.319946,1894.969971,1883.359985,1891.060059,1891.060059,2078160000
2007-04-30,1891.810059,1891.810059,1867.750000,1867.750000,1867.750000,2080710000
2007-05-01,1872.339966,1876.189941,1857.329956,1873.430054,1873.430054,2351750000
2007-05-02,1874.560059,1894.300049,1874.390015,1889.729980,1889.729980,2073150000
2007-05-03,1892.599976,1899.489990,1888.739990,1895.640015,1895.640015,2137140000
2007-05-04,1902.400024,1905.849976,1888.400024,1895.699951,1895.699951,2214130000
2007-05-07,1896.099976,1901.420044,1893.969971,1895.959961,1895.959961,1652300000
2007-05-08,1890.079956,1901.209961,1883.010010,1899.829956,1899.829956,1897750000
2007-05-09,1891.199951,1909.300049,1890.160034,1905.650024,1905.650024,2104220000
2007-05-10,1896.420044,1902.189941,1874.239990,1875.199951,1875.199951,2237610000
2007-05-11,1881.540039,1899.439941,1878.380005,1898.790039,1898.790039,1725550000
2007-05-14,1902.099976,1906.380005,1878.630005,1888.079956,1888.079956,1941450000
2007-05-15,1887.589966,1898.020020,1870.239990,1871.790039,1871.790039,2187760000
2007-05-16,1878.520020,1891.569946,1866.979980,1891.569946,1891.569946,2061050000
2007-05-17,1889.170044,1892.709961,1882.040039,1884.680054,1884.680054,1924890000
2007-05-18,1890.880005,1898.339966,1885.930054,1896.930054,1896.930054,1996930000
2007-05-21,1899.599976,1919.599976,1897.859985,1911.160034,1911.160034,1974220000
2007-05-22,1913.510010,1921.810059,1905.770020,1916.449951,1916.449951,1943950000
2007-05-23,1919.449951,1925.430054,1903.869995,1904.410034,1904.410034,2011060000
2007-05-24,1904.189941,1911.479980,1869.510010,1874.599976,1874.599976,2350850000
2007-05-25,1883.410034,1892.709961,1877.729980,1889.250000,1889.250000,1559700000
2007-05-29,1891.069946,1904.310059,1887.260010,1899.790039,1899.790039,1651000000
2007-05-30,1889.280029,1918.079956,1884.449951,1918.079956,1918.079956,1969150000
2007-05-31,1923.560059,1931.099976,1919.270020,1928.189941,1928.189941,2286850000
2007-06-01,1934.739990,1940.810059,1925.650024,1928.260010,1928.260010,1880030000
2007-06-04,1921.949951,1935.849976,1920.209961,1933.729980,1933.729980,1947220000
2007-06-05,1928.650024,1932.939941,1916.380005,1932.349976,1932.349976,2182810000
2007-06-06,1924.430054,1924.510010,1908.800049,1914.849976,1914.849976,2163430000
2007-06-07,1908.660034,1918.819946,1882.170044,1882.170044,1882.170044,2716240000
2007-06-08,1884.660034,1906.790039,1876.520020,1906.260010,1906.260010,1908130000
2007-06-11,1904.910034,1917.430054,1900.729980,1901.959961,1901.959961,1614980000
2007-06-12,1892.130005,1911.140015,1887.770020,1890.670044,1890.670044,2047210000
2007-06-13,1897.790039,1913.869995,1892.550049,1913.869995,1913.869995,2086610000
2007-06-14,1914.280029,1929.589966,1913.530029,1924.540039,1924.540039,1936220000
2007-06-15,1943.910034,1946.699951,1937.989990,1942.410034,1942.410034,2420750000
2007-06-18,1947.790039,1947.790039,1939.270020,1944.369995,1944.369995,1717120000
2007-06-19,1939.069946,1946.880005,1932.750000,1941.750000,1941.750000,1871880000
2007-06-20,1945.060059,1948.579956,1922.069946,1922.119995,1922.119995,2793260000
2007-06-21,1922.319946,1943.420044,1915.770020,1941.319946,1941.319946,2562640000
2007-06-22,1936.780029,1940.280029,1917.520020,1921.939941,1921.939941,3240350000
2007-06-25,1924.180054,1934.839966,1905.020020,1912.900024,1912.900024,2039010000
2007-06-26,1923.699951,1924.420044,1901.180054,1908.640015,1908.640015,2100330000
2007-06-27,1901.599976,1934.030029,1899.920044,1933.060059,1933.060059,2020260000
2007-06-28,1931.770020,1945.119995,1930.530029,1931.670044,1931.670044,1923410000
2007-06-29,1944.500000,1947.000000,1920.829956,1934.099976,1934.099976,2168420000
2007-07-02,1943.280029,1954.239990,1939.739990,1954.119995,1954.119995,1853840000
2007-07-03,1957.479980,1965.199951,1953.930054,1965.199951,1965.199951,1089120000
2007-07-05,1967.739990,1983.099976,1964.489990,1981.060059,1981.060059,1694530000
2007-07-06,1980.780029,1989.430054,1973.400024,1988.310059,1988.310059,1597110000
2007-07-09,1989.760010,1992.550049,1982.369995,1989.199951,1989.199951,1895200000
2007-07-10,1979.130005,1989.349976,1970.359985,1971.890015,1971.890015,2229340000
2007-07-11,1968.979980,1984.670044,1965.609985,1984.079956,1984.079956,2014260000
2007-07-12,1992.569946,2021.030029,1990.890015,2021.030029,2021.030029,2166350000
2007-07-13,2018.839966,2032.280029,2017.280029,2032.160034,2032.160034,1729190000
2007-07-16,2030.339966,2037.500000,2024.300049,2028.020020,2028.020020,1751060000
2007-07-17,2031.329956,2045.969971,2030.569946,2041.780029,2041.780029,2158690000
2007-07-18,2030.540039,2038.640015,2019.170044,2037.979980,2037.979980,2257380000
2007-07-19,2052.310059,2060.290039,2046.959961,2052.989990,2052.989990,2177500000
2007-07-20,2047.140015,2048.239990,2024.250000,2035.880005,2035.880005,2335920000
2007-07-23,2043.819946,2045.810059,2031.369995,2036.329956,2036.329956,2034080000
2007-07-24,2021.520020,2037.719971,1995.619995,2000.550049,2000.550049,2463270000
2007-07-25,2017.560059,2020.680054,1996.050049,2011.140015,2011.140015,2482250000
2007-07-26,1996.930054,2012.489990,1955.619995,1986.599976,1986.599976,3392140000
2007-07-27,1988.849976,1997.790039,1956.160034,1956.189941,1956.189941,2705290000
2007-07-30,1961.780029,1981.859985,1951.359985,1973.930054,1973.930054,2291710000
2007-07-31,1992.530029,1992.530029,1931.989990,1932.060059,1932.060059,2789130000
2007-08-01,1929.089966,1946.760010,1912.099976,1945.079956,1945.079956,2912270000
2007-08-02,1950.949951,1969.660034,1944.369995,1966.599976,1966.599976,2456970000
2007-08-03,1963.489990,1964.500000,1918.560059,1918.560059,1918.560059,2504430000
2007-08-06,1931.380005,1954.369995,1912.689941,1954.369995,1954.369995,2815560000
2007-08-07,1943.390015,1976.699951,1932.050049,1961.640015,1961.640015,2704030000
2007-08-08,1974.329956,1995.000000,1968.339966,1987.339966,1987.339966,3542890000
2007-08-09,1959.969971,1990.959961,1936.760010,1936.760010,1936.760010,3593450000
2007-08-10,1918.989990,1944.540039,1896.689941,1925.140015,1925.140015,3202570000
2007-08-13,1941.410034,1946.750000,1931.329956,1934.410034,1934.410034,2154750000
2007-08-14,1938.790039,1940.890015,1901.319946,1901.319946,1901.319946,1982860000
2007-08-15,1897.050049,1913.790039,1864.199951,1864.920044,1864.920044,2259870000
2007-08-16,1850.170044,1865.469971,1805.660034,1846.089966,1846.089966,3279620000
2007-08-17,1883.150024,1893.770020,1853.869995,1888.780029,1888.780029,2580340000
2007-08-20,1891.130005,1899.050049,1874.270020,1893.050049,1893.050049,1656440000
2007-08-21,1887.829956,1915.099976,1886.449951,1910.989990,1910.989990,1677080000
2007-08-22,1927.310059,1938.790039,1922.189941,1936.770020,1936.770020,1787060000
2007-08-23,1942.119995,1945.109985,1920.619995,1931.880005,1931.880005,1622880000
2007-08-24,1928.800049,1961.380005,1924.109985,1961.380005,1961.380005,1624860000
2007-08-27,1954.880005,1958.959961,1945.510010,1947.489990,1947.489990,1314030000
2007-08-28,1934.930054,1939.099976,1899.239990,1899.239990,1899.239990,1562800000
2007-08-29,1914.250000,1955.459961,1913.489990,1954.849976,1954.849976,1649720000
2007-08-30,1942.790039,1980.949951,1940.920044,1963.750000,1963.750000,1704910000
2007-08-31,1987.939941,1993.729980,1975.829956,1988.729980,1988.729980,1536640000
2007-09-04,1989.280029,2032.099976,1989.280029,2020.510010,2020.510010,1863090000
2007-09-05,2013.660034,2017.319946,1987.300049,1994.380005,1994.380005,1921820000
2007-09-06,2001.760010,2006.050049,1984.439941,1998.670044,1998.670044,1795220000
2007-09-07,1972.119995,1975.310059,1949.869995,1958.349976,1958.349976,1906520000
2007-09-10,1975.670044,1980.969971,1943.270020,1960.199951,1960.199951,1771430000
2007-09-11,1973.160034,1991.020020,1969.520020,1988.979980,1988.979980,1743730000
2007-09-12,1986.209961,2006.369995,1983.439941,1988.959961,1988.959961,1888570000
2007-09-13,2004.729980,2005.959961,1989.910034,1998.630005,1998.630005,1666510000
2007-09-14,1984.239990,2004.030029,1981.910034,2000.819946,2000.819946,1586580000
2007-09-17,1993.500000,1995.469971,1975.290039,1983.079956,1983.079956,1407780000
2007-09-18,1993.849976,2035.369995,1985.699951,2035.369995,2035.369995,2083620000
2007-09-19,2047.459961,2056.270020,2032.079956,2041.359985,2041.359985,2183810000
2007-09-20,2035.869995,2043.209961,2029.530029,2032.609985,2032.609985,1751460000
2007-09-21,2042.640015,2054.090088,2041.479980,2049.479980,2049.479980,2268300000
2007-09-24,2054.770020,2072.699951,2047.510010,2057.250000,2057.250000,1848950000
2007-09-25,2049.780029,2076.830078,2048.340088,2076.830078,2076.830078,1910890000
2007-09-26,2088.120117,2094.969971,2079.919922,2088.379883,2088.379883,1984010000
2007-09-27,2098.739990,2099.610107,2089.580078,2096.389893,2096.389893,1745070000
2007-09-28,2096.370117,2101.959961,2082.040039,2091.110107,2091.110107,1929890000
2007-10-01,2092.600098,2120.790039,2092.600098,2116.969971,2116.969971,1914080000
2007-10-02,2116.149902,2117.340088,2104.149902,2115.889893,2115.889893,1740460000
2007-10-03,2108.040039,2117.379883,2095.300049,2103.010010,2103.010010,1851090000
2007-10-04,2107.110107,2107.719971,2088.790039,2105.560059,2105.560059,1695520000
2007-10-05,2123.489990,2151.719971,2118.129883,2149.669922,2149.669922,2012860000
2007-10-08,2151.110107,2163.260010,2144.219971,2163.260010,2163.260010,1496610000
2007-10-09,2168.530029,2173.949951,2157.949951,2171.209961,2171.209961,1865120000
2007-10-10,2172.669922,2178.949951,2164.909912,2176.979980,2176.979980,1916630000
2007-10-11,2188.719971,2194.139893,2127.070068,2140.919922,2140.919922,2508690000
2007-10-12,2151.939941,2177.989990,2148.379883,2177.989990,2177.989990,1957790000
2007-10-15,2182.060059,2184.860107,2143.899902,2158.919922,2158.919922,1967120000
2007-10-16,2147.879883,2166.649902,2143.560059,2151.139893,2151.139893,2038520000
2007-10-17,2182.699951,2182.850098,2143.540039,2179.139893,2179.139893,2400080000
2007-10-18,2168.239990,2191.659912,2161.679932,2187.520020,2187.520020,1973010000
2007-10-19,2188.750000,2188.750000,2131.080078,2131.080078,2131.080078,2371650000
2007-10-22,2121.010010,2160.020020,2116.639893,2157.449951,2157.449951,1958710000
2007-10-23,2181.790039,2205.179932,2170.469971,2205.179932,2205.179932,2335770000
2007-10-24,2187.030029,2194.350098,2140.870117,2188.590088,2188.590088,2739680000
2007-10-25,2190.510010,2195.399902,2146.229980,2161.520020,2161.520020,2753360000
2007-10-26,2200.689941,2203.879883,2174.820068,2194.590088,2194.590088,2583680000
2007-10-29,2202.959961,2209.389893,2191.209961,2203.419922,2203.419922,2014730000
2007-10-30,2197.139893,2218.879883,2192.689941,2207.610107,2207.610107,2121930000
2007-10-31,2214.139893,2239.229980,2199.020020,2238.979980,2238.979980,2534530000
2007-11-01,2223.520020,2226.879883,2196.350098,2197.070068,2197.070068,2528410000
2007-11-02,2211.389893,2218.659912,2181.500000,2213.860107,2213.860107,2426050000
2007-11-05,2193.060059,2212.060059,2179.899902,2200.479980,2200.479980,2092590000
2007-11-06,2212.199951,2224.429932,2188.100098,2223.969971,2223.969971,2482160000
2007-11-07,2205.290039,2219.820068,2168.550049,2169.429932,2169.429932,2491180000
2007-11-08,2165.570068,2167.810059,2066.550049,2106.159912,2106.159912,3461810000
2007-11-09,2061.520020,2078.060059,2033.880005,2034.300049,2034.300049,2955790000
2007-11-12,2028.910034,2043.050049,1980.180054,1982.160034,1982.160034,2820740000
2007-11-13,2009.739990,2066.080078,2009.739990,2066.080078,2066.080078,2662780000
2007-11-14,2090.669922,2091.060059,2030.619995,2038.050049,2038.050049,2420260000
2007-11-15,2035.459961,2054.060059,2007.780029,2024.030029,2024.030029,2289480000
2007-11-16,2038.270020,2052.199951,2006.849976,2048.620117,2048.620117,2515680000
2007-11-19,2040.170044,2050.030029,2009.709961,2021.140015,2021.140015,2188010000
2007-11-20,2030.939941,2064.080078,1990.119995,2029.939941,2029.939941,2607370000
2007-11-21,2008.880005,2039.390015,1986.449951,2006.380005,2006.380005,2034730000
2007-11-23,2019.400024,2031.869995,2008.130005,2028.900024,2028.900024,804330000
2007-11-26,2033.239990,2047.920044,1988.300049,1989.359985,1989.359985,2019400000
2007-11-27,2007.349976,2034.650024,1997.530029,2033.760010,2033.760010,2166930000
2007-11-28,2055.770020,2100.969971,2055.770020,2095.389893,2095.389893,2518580000
2007-11-29,2084.570068,2108.250000,2082.189941,2102.419922,2102.419922,2157170000
2007-11-30,2122.639893,2122.639893,2071.780029,2089.100098,2089.100098,2571340000
2007-12-03,2080.100098,2094.360107,2066.229980,2067.449951,2067.449951,1994710000
2007-12-04,2053.169922,2070.389893,2048.649902,2059.060059,2059.060059,2044740000
2007-12-05,2083.189941,2103.830078,2079.669922,2099.310059,2099.310059,2258840000
2007-12-06,2099.699951,2128.320068,2098.300049,2127.649902,2127.649902,1970680000
2007-12-07,2127.540039,2135.239990,2116.629883,2130.000000,2130.000000,1855070000
2007-12-10,2131.669922,2141.360107,2126.969971,2134.879883,2134.879883,1776540000
2007-12-11,2137.820068,2147.679932,2081.550049,2083.719971,2083.719971,2195200000
2007-12-12,2125.139893,2130.570068,2070.520020,2101.360107,2101.360107,2311900000
2007-12-13,2083.080078,2097.949951,2072.750000,2094.679932,2094.679932,2143760000
2007-12-14,2078.399902,2096.959961,2069.939941,2072.110107,2072.110107,1902390000
2007-12-17,2064.449951,2068.919922,2020.260010,2020.800049,2020.800049,1873110000
2007-12-18,2041.660034,2042.290039,1999.589966,2029.489990,2029.489990,1982590000
2007-12-19,2027.900024,2038.989990,2016.689941,2031.000000,2031.000000,1835920000
2007-12-20,2056.120117,2070.510010,2040.380005,2069.679932,2069.679932,1960470000
2007-12-21,2100.709961,2111.770020,2094.649902,2111.770020,2111.770020,2508800000
2007-12-24,2113.120117,2131.729980,2113.120117,2128.620117,2128.620117,778620000
2007-12-26,2121.409912,2141.080078,2116.209961,2136.939941,2136.939941,1241830000
2007-12-27,2129.010010,2135.550049,2104.020020,2106.090088,2106.090088,2324820000
2007-12-28,2118.629883,2121.280029,2092.030029,2107.050049,2107.050049,1338850000
2007-12-31,2097.909912,2102.389893,2083.580078,2084.929932,2084.929932,1454550000
2008-01-02,2085.530029,2094.219971,2040.430054,2049.709961,2049.709961,2076690000
2008-01-03,2050.639893,2064.729980,2040.010010,2051.760010,2051.760010,1970200000
2008-01-04,2025.359985,2025.359985,1963.020020,1963.520020,1963.520020,2516310000
2008-01-07,1971.280029,1975.869995,1929.270020,1957.439941,1957.439941,2600100000
2008-01-08,1965.420044,1983.140015,1910.329956,1910.329956,1910.329956,2566480000
2008-01-09,1915.229980,1949.199951,1889.920044,1949.199951,1949.199951,2821160000
2008-01-10,1930.910034,1968.089966,1924.390015,1953.640015,1953.640015,2640400000
2008-01-11,1940.979980,1941.530029,1900.229980,1912.810059,1912.810059,2355490000
2008-01-14,1940.329956,1952.550049,1924.859985,1949.150024,1949.150024,2134230000
2008-01-15,1925.949951,1931.709961,1885.449951,1894.089966,1894.089966,2390120000
2008-01-16,1876.449951,1907.300049,1848.579956,1872.290039,1872.290039,3397330000
2008-01-17,1882.359985,1894.189941,1838.989990,1842.099976,1842.099976,2785930000
2008-01-18,1862.219971,1876.040039,1829.619995,1844.089966,1844.089966,2991360000
2008-01-22,1740.530029,1820.510010,1740.530029,1795.609985,1795.609985,3161430000
2008-01-23,1725.459961,1794.459961,1693.060059,1789.530029,1789.530029,3650250000
2008-01-24,1800.839966,1826.920044,1793.109985,1826.920044,1826.920044,2928900000
2008-01-25,1860.920044,1864.000000,1788.069946,1789.170044,1789.170044,2599410000
2008-01-28,1788.140015,1807.119995,1773.699951,1805.079956,1805.079956,2033860000
2008-01-29,1812.430054,1816.430054,1792.640015,1807.670044,1807.670044,2160040000
2008-01-30,1800.359985,1843.199951,1798.310059,1808.510010,1808.510010,2618850000
2008-01-31,1782.329956,1853.810059,1782.020020,1841.420044,1841.420044,2813420000
2008-02-01,1846.069946,1864.969971,1826.430054,1855.270020,1855.270020,3060180000
2008-02-04,1854.619995,1854.619995,1828.109985,1828.800049,1828.800049,2050940000
2008-02-05,1798.650024,1813.550049,1773.489990,1773.489990,1773.489990,2501820000
2008-02-06,1786.959961,1795.819946,1739.550049,1740.949951,1740.949951,2362020000
2008-02-07,1723.209961,1779.270020,1714.859985,1753.300049,1753.300049,2946360000
2008-02-08,1754.369995,1779.479980,1746.339966,1773.739990,1773.739990,2229330000
2008-02-11,1780.359985,1797.390015,1770.910034,1793.089966,1793.089966,2072270000
2008-02-12,1802.650024,1812.430054,1769.619995,1780.540039,1780.540039,2183530000
2008-02-13,1803.290039,1824.219971,1795.670044,1823.000000,1823.000000,2174670000
2008-02-14,1823.099976,1823.099976,1784.780029,1787.589966,1787.589966,2267580000
2008-02-15,1776.099976,1787.329956,1767.339966,1780.380005,1780.380005,1999540000
2008-02-19,1802.170044,1807.449951,1759.239990,1764.810059,1764.810059,1988690000
2008-02-20,1756.640015,1791.349976,1756.640015,1787.449951,1787.449951,2258180000
2008-02-21,1802.020020,1806.439941,1762.239990,1766.300049,1766.300049,2277540000
2008-02-22,1772.880005,1774.969971,1739.150024,1773.439941,1773.439941,2324450000
2008-02-25,1773.050049,1790.770020,1761.930054,1785.459961,1785.459961,2152880000
2008-02-26,1773.500000,1807.410034,1763.410034,1791.310059,1791.310059,2263650000
2008-02-27,1778.619995,1806.420044,1775.449951,1799.939941,1799.939941,2216540000
2008-02-28,1794.109985,1808.650024,1786.199951,1794.459961,1794.459961,2032040000
2008-02-29,1776.010010,1778.069946,1740.900024,1745.270020,1745.270020,2405360000
2008-03-03,1743.920044,1746.560059,1716.520020,1733.270020,1733.270020,2145070000
2008-03-04,1724.329956,1748.069946,1707.420044,1743.699951,1743.699951,2669980000
2008-03-05,1746.400024,1768.130005,1737.260010,1753.569946,1753.569946,2209090000
2008-03-06,1749.420044,1757.560059,1710.959961,1712.500000,1712.500000,2165090000
2008-03-07,1701.339966,1731.390015,1682.030029,1707.500000,1707.500000,2386980000
2008-03-10,1705.550049,1711.030029,1672.760010,1673.030029,1673.030029,2101010000
2008-03-11,1704.050049,1740.949951,1686.469971,1740.949951,1740.949951,2526040000
2008-03-12,1746.189941,1764.719971,1731.079956,1735.180054,1735.180054,2077140000
2008-03-13,1715.839966,1760.229980,1699.170044,1750.400024,1750.400024,2419220000
2008-03-14,1757.469971,1762.369995,1696.219971,1713.829956,1713.829956,2547310000
2008-03-17,1680.540039,1706.020020,1668.569946,1687.189941,1687.189941,2338210000
2008-03-18,1717.040039,1761.050049,1712.209961,1761.050049,1761.050049,2411630000
2008-03-19,1765.099976,1772.089966,1715.589966,1715.589966,1715.589966,2265420000
2008-03-20,1719.699951,1752.280029,1712.329956,1751.989990,1751.989990,2764480000
2008-03-24,1760.140015,1819.260010,1760.140015,1814.400024,1814.400024,2312600000
2008-03-25,1816.329956,1831.979980,1800.709961,1824.540039,1824.540039,2099060000
2008-03-26,1815.829956,1822.569946,1800.829956,1817.280029,1817.280029,1915210000
2008-03-27,1807.140015,1809.239990,1777.750000,1777.890015,1777.890015,2038770000
2008-03-28,1788.560059,1802.180054,1762.199951,1767.569946,1767.569946,1785770000
2008-03-31,1772.959961,1789.520020,1767.859985,1781.930054,1781.930054,1788360000
2008-04-01,1806.150024,1855.479980,1805.790039,1855.479980,1855.479980,2160120000
2008-04-02,1855.910034,1870.550049,1836.630005,1848.800049,1848.800049,1996680000
2008-04-03,1842.689941,1866.569946,1835.959961,1855.189941,1855.189941,1993480000
2008-04-04,1859.930054,1884.130005,1846.560059,1865.869995,1865.869995,1977560000
2008-04-07,1878.300049,1885.930054,1856.569946,1860.829956,1860.829956,1730020000
2008-04-08,1853.369995,1858.739990,1837.469971,1846.140015,1846.140015,1635290000
2008-04-09,1848.359985,1849.199951,1815.050049,1826.189941,1826.189941,1922050000
2008-04-10,1827.000000,1863.199951,1827.000000,1852.969971,1852.969971,2159000000
2008-04-11,1832.050049,1833.140015,1794.819946,1798.719971,1798.719971,1902540000
2008-04-14,1796.770020,1807.760010,1788.010010,1790.930054,1790.930054,1626710000
2008-04-15,1799.479980,1802.729980,1776.599976,1794.729980,1794.729980,1884750000
2008-04-16,1817.589966,1849.449951,1815.800049,1846.890015,1846.890015,2128770000
2008-04-17,1846.800049,1848.280029,1829.939941,1840.880005,1840.880005,1779300000
2008-04-18,1889.199951,1908.000000,1879.939941,1900.280029,1900.280029,2190920000
2008-04-21,1892.969971,1914.209961,1890.800049,1913.119995,1913.119995,1601280000
2008-04-22,1901.270020,1901.739990,1867.719971,1881.650024,1881.650024,1941680000
2008-04-23,1897.630005,1913.619995,1888.709961,1906.660034,1906.660034,2181580000
2008-04-24,1908.130005,1942.979980,1886.939941,1924.579956,1924.579956,2337160000
2008-04-25,1922.880005,1925.040039,1894.109985,1918.579956,1918.579956,1956260000
2008-04-28,1920.530029,1936.099976,1917.030029,1923.260010,1923.260010,1724680000
